,discoverymethod,st_spectype,pl_bmassj,pl_orbper,hostname,pl_radj
3542,Radial Velocity,G5,0.717,498.04,HD 96167,1.25
3543,Radial Velocity,,6.97,223.3,Kepler-424,1.13
3544,Radial Velocity,G5,2.4,1362.3,HD 29021,1.18
3545,Transit,F8 V,1.39,1.2119189,OGLE-TR-56,1.363
3546,Radial Velocity,K1.5 V,0.099,799.52,HD 85390,0.55
3547,Transit,,0.00849,37.866281,Kepler-362,0.129
3548,Transit,,0.022,40.1099547,Kepler-902,0.227
3549,Transit,,0.0175,52.6298417,Kepler-938,0.198
3550,Transit,,0.0144,3.77059058,Kepler-996,0.177
3551,Pulsar Timing,,6e-05,25.262,PSR B1257+12,0.03
3552,Microlensing,,2.8,,MOA-2016-BLG-227L,1.18
3553,Transit,M0,0.66,29.02,TOI-1899,1.15
3554,Transit,M0.0&plusmn0.5 V,0.02039,10.054626,K2-3,0.177
3555,Transit,,0.0247,34.060467,Kepler-358,0.243
3556,Transit,,0.0247,142.544247,Kepler-351,0.243
3557,Transit,,0.0236,19.986326,Kepler-375,0.236
3558,Transit,,0.43,7.8914483,Kepler-422,1.15
3559,Transit,M,0.00099,0.45328509,Kepler-42,0.065
3560,Radial Velocity,G8 V,21.6,3501.3,HD 217850,1.08
3561,Radial Velocity,G8/K0 IV,3.45,1785.0,HD 95089,1.17
3562,Radial Velocity,G0,3.76,82.467,HD 35759,1.16
3563,Radial Velocity,K4 III,6.1,522.3,bet UMi,1.14
3564,Radial Velocity,M2.5 V,0.02363,8.962,K2-18,0.236
3565,Radial Velocity,K0,3.07,1299.0,HD 142245,1.17
3566,Radial Velocity,G2 V,2.12,3999.0,HD 222155,1.19
3567,Transit,G0,0.83,3.619188,HATS-11,1.609
3568,Radial Velocity,K3/4V,0.05179,11.72,HD 190007,0.375
3569,Radial Velocity,K0,1.53,521.0,HD 158038,1.21
3570,Transit,,0.0187,14.58649607,Kepler-624,0.206
3571,Transit,M3,0.00692,18.80151,TOI-1266,0.139
3572,Transit,,0.0105,32.134328,Kepler-331,0.146
3573,Transit,,0.0271,14.12841,Kepler-276,0.256
3574,Transit,M4.5 V,0.00839,5.436098,TOI-237,0.128
3575,Transit,M4,0.00444,3.036179,Kepler-446,0.1
3576,Transit,,0.0305,26.39435646,Kepler-681,0.275
3577,Transit,,0.0275,10.37168453,Kepler-716,0.259
3578,Transit,,0.0308,1.8270823,Kepler-536,0.277
3579,Transit,G,0.00619,0.35500744,Kepler-78,0.1
3580,Transit,,0.021,19.55659418,Kepler-510,0.22
3581,Transit,,0.0275,6.238297,Kepler-25,0.245
3582,Transit,,0.00752,4.88083852,Kepler-935,0.12
3583,Transit,M0 V,0.00961,5.923653,Kepler-309,0.139
3584,Radial Velocity,M3.0 V,0.01259,14.238,GJ 251,0.163
3585,Transit,,0.00553,5.195528,Kepler-341,0.105
3586,Radial Velocity,K5 III,6.3,610.2,HD 113996,1.14
3587,Radial Velocity,M1.5 V,0.10201,5094.105,GJ 433,0.56
3588,Transit,G2 IV,0.84,4.62941,CoRoT-31,1.46
3589,Transit,,0.96,4.908897,HATS-64,1.679
3590,Radial Velocity,K2.5 V,0.0223,197.8,HD 40307,0.229
3591,Transit,,0.0105,2.735926,Kepler-179,0.146
3592,Radial Velocity,G1-1.5 V,6.1,851.8,HD 70573,1.14
3593,Radial Velocity,G5 V,2.58,3452.0,HD 154857,1.18
3594,Transit,,0.0275,1.96417,K2-255,0.259
3595,Transit,,0.0117,3.21982106,Kepler-245,0.156
3596,Transit,,0.196,3.04033042,Kepler-695,0.822
3597,Transit,,0.0183,6.5100253,Kepler-583,0.203
3598,Radial Velocity,G8 V,8.622,2527.83,HD 30177,1.12
3599,Radial Velocity,G5 IV/V,8.97,1290.0,HD 175167,1.12
3600,Radial Velocity,K0 IV-V,3.53,5144.0,HD 166724,1.16
3601,Transit,K5.5,0.00295,7.975292,K2-136,0.088
3602,Transit,,0.00793,3.96999,Kepler-716,0.124
3603,Transit,,0.00458,4.7329,Kepler-1695,0.1
3604,Transit,,0.0127,5.47666,Kepler-354,0.164
3605,Transit,,0.00553,110.2869374,Kepler-132,0.105
3606,Transit,,0.0239,153.343364,Kepler-937,0.238
3607,Transit,,0.168,4.70832654,Kepler-720,0.75
3608,Transit,,0.00839,5.18500207,Kepler-1007,0.128
3609,Transit,,0.00606,2.69828,K2-228,0.108
3610,Transit,,0.09,4.60543,K2-39,0.56
3611,Transit,K4.5,0.01164,7.78993,GJ 143,0.08
3612,Radial Velocity,G8/K0,0.433,44.073,HD 45652,1.28
3613,Transit,,0.00444,2.549575,Kepler-327,0.099
3614,Transit,M1 V,0.00961,18.596108,Kepler-49,0.139
3615,Transit,,0.0583,3.471149,K2-43,0.402
3616,Transit,K,1.345,1.354133,HATS-2,1.168
3617,Transit,G0 V,2.8,3.6313,CoRoT-23,1.05
3618,Transit,,0.00687,0.9283105,Kepler-787,0.114
3619,Transit,,0.0143,4.72674,Kepler-93,0.14
3620,Transit,,0.0136,5.74772501,Kepler-753,0.17
3621,Transit,,0.00971,2.85188338,Kepler-730,0.14
3622,Transit,,0.0224,37.8144514,Kepler-839,0.229
3623,Transit,,0.0266,11.9548,Kepler-1665,0.253
3624,Transit,,0.0514,6.99692655,Kepler-610,0.374
3625,Transit,,0.0242,13.193242,Kepler-168,0.24
3626,Transit,,0.161,4.58352176,Kepler-703,0.732
3627,Transit,,0.0112,54.5094166,Kepler-1450,0.153
3628,Transit,G0 V,4.31,2.5079204,Qatar-3,1.096
3629,Transit,,0.0092,4.162817,K2-192,0.136
3630,Radial Velocity,G5 V,1.82,192.9,HD 9446,1.2
3631,Transit,,0.00178,0.98494017,Kepler-1258,0.077
3632,Transit,,0.00352,0.76486493,Kepler-1409,0.093
3633,Transit,,0.0094,11.47685909,Kepler-1287,0.137
3634,Transit,,0.0143,11.55562343,Kepler-1133,0.176
3635,Transit,K3.5 V,0.05638,17.667,HD 23472,0.167
3636,Radial Velocity,G3IV/V,1.814,4205.8,HD 160691,1.2
3637,Transit,,0.543,3.0440499,HATS-13,1.212
3638,Radial Velocity,G2 V,0.05078,40.0,HD 164595,0.371
3639,Radial Velocity,G5 V,3.097,1245.36,HD 73267,1.17
3640,Transit,,0.00195,6.099615,TRAPPIST-1,0.082
3641,Radial Velocity,G8 V,0.02514,0.7365474,55 Cnc,0.167
3642,Transit,,12.9,1.8882378,HATS-70,1.384
3643,Radial Velocity,M0 V,0.014,3.6005,GJ 676 A,0.173
3644,Radial Velocity,M2 III,16.64,672.09998,HD 220074,1.09
3645,Radial Velocity,G8 III/IV,6.54,711.0,HD 11977,1.13
3646,Transit,,0.00758,10.098858,K2-190,0.121
3647,Transit,G5,0.11,11.8143,HD 89345,0.66
3648,Radial Velocity,G6 V,3.67,11611.2975,HD 92788,1.16
3649,Radial Velocity,K0 III,6.0,1084.5,HIP 65891,1.14
3650,Transit,,0.00687,3.0091324,Kepler-1357,0.114
3651,Transit,,0.0147,5.317429,Kepler-134,0.178
3652,Transit,,0.0107,31.7785901,Kepler-1464,0.148
3653,Transit,,0.0313,63.0382,Kepler-1675,0.279
3654,Transit,,0.0405,637.2093,Kepler-150,0.325
3655,Transit,,0.00982,0.93875077,Kepler-1523,0.141
3656,Transit,,0.0239,16.568087,Kepler-263,0.238
3657,Radial Velocity,K0,2.23,176.3,HD 145457,1.19
3658,Transit,G8 V,0.0331,28.58059,HD 191939,0.288
3659,Transit,,1.14243,4.1591289,WASP-47,1.127
3660,Radial Velocity,,1.88,2.1461,Pr0211,1.2
3661,Radial Velocity,G3/G5 V,6.79,6022.9725,HD 98649,1.13
3662,Transit,,0.0159,9.0063,K2-57,0.187
3663,Transit,G6 V,0.674,22.26492,KOI-142,1.25
3664,Transit,,0.0142,8.77683,K2-86,0.175
3665,Transit,F7 V,2.75,0.9689951,KELT-16,1.415
3666,Transit,,1.32,3.85298,HAT-P-6,1.48
3667,Transit,,0.0115,6.9226,K2-148,0.154
3668,Transit,,0.0229,19.562307,K2-174,0.232
3669,Transit,M4.5,0.0366,3.484552,K2-25,0.306
3670,Transit,,,4.00167,K2-253,1.13
3671,Transit,,0.0242,34.43587975,Kepler-512,0.24
3672,Transit,,2.05,11.8681707,Kepler-59,0.098
3673,Transit,,0.00724,6.2171292,Kepler-603,0.118
3674,Transit,,0.84,8.6001536,Kepler-435,1.99
3675,Transit,,0.0476,29.6663,Kepler-647,0.357
3676,Transit,,0.0104,1.28707676,Kepler-658,0.145
3677,Radial Velocity,G0 V,0.836,1019.74,HD 187085,1.24
3678,Radial Velocity,M1.0 V,0.02084,15.53,Gl 686,0.22
3679,Transit,M0,0.0144,21.169861,EPIC 211822797,0.177
3680,Radial Velocity,M1.5 V,0.01771,13.8508,Gl 49,0.2
3681,Transit,,0.602,4.324799,HATS-56,1.688
3682,Transit,,0.012,4.44448017,Kepler-881,0.159
3683,Transit,,0.184,52.75875577,Kepler-890,0.793
3684,Transit,,0.00129,4.04961,TRAPPIST-1,0.069
3685,Radial Velocity,,0.7,4.927,V830 Tau,1.25
3686,Transit,,0.0187,4.46975774,Kepler-981,0.206
3687,Microlensing,,0.06,,OGLE-2007-BLG-368L,0.421
3688,Transit,,0.0233,5.52011,K2-256,0.235
3689,Transit,,0.0078,0.961917,K2-147,0.123
3690,Transit,,0.0207,13.1225,K2-293,0.219
3691,Transit,,0.0166,6.68796,K2-42,0.192
3692,Microlensing,,2.0,,KMT-2017-BLG-1038L,1.19
3693,Orbital Brightness Modulation,B,0.0014,0.240104,KOI-55,0.068
3694,Transit,,0.00186,0.6381632,Kepler-607,0.078
3695,Transit,,1.39,10.2184954,Kepler-58,0.248
3696,Transit,,0.0229,4.99678284,Kepler-663,0.232
3697,Transit,G1 V,0.34,3.21751883,Kepler-426,1.09
3698,Microlensing,,0.727,1788.5,OGLE-2006-BLG-109L,1.25
3699,Microlensing,,0.167,,OGLE-2012-BLG-0838L,0.748
3700,Microlensing,,4.57,,KMT-2016-BLG-1820L,1.15
3701,Radial Velocity,G0 IV,14.6,4682.0,HD 219828,1.09
3702,Transit,,0.0296,86.4945,Kepler-598,0.27
3703,Transit,,0.0189,34.2685705,Kepler-1010,0.207
3704,Transit,M1VE,0.18,8.46321,AU Mic,0.375
3705,Radial Velocity,M1 V,0.02391,21.789,GJ 887,0.238
3706,Transit,,0.0235,4.79859939,Kepler-571,0.236
3707,Transit,,0.0307,20.38177573,Kepler-859,0.276
3708,Radial Velocity,K2 IV,0.2,330.0,HD 137388,0.832
3709,Transit,,0.39,3.8297015,HATS-50,1.13
3710,Radial Velocity,G8V,0.82,3341.55884,HD 154345,1.24
3711,Transit,,0.0255,34.3511874,Kepler-1077,0.247
3712,Transit,,0.00201,0.7698536,Kepler-1173,0.079
3713,Transit,,0.00109,3.43276598,Kepler-1563,0.067
3714,Transit,,0.0142,7.518496,Kepler-118,0.175
3715,Transit,,0.0249,153.979578,Kepler-1567,0.244
3716,Transit,,0.0158,24.674612,Kepler-151,0.186
3717,Imaging,K7,3.0,43500.0,PDS 70,2.72
3718,Microlensing,,5.53,,OGLE-2017-BLG-1049L,1.14
3719,Transit,K0 V,0.93,2.4997,NGTS-8,1.09
3720,Transit,M2 V,0.00495,37.42475,TOI-700,0.102
3721,Radial Velocity,,3.42,562.0,TYC 3318-01333-1,1.17
3722,Radial Velocity,M0,0.15228,3477.768,HIP 38594,0.708
3723,Transit,M1 V,0.0195,4.164389,Kepler-125,0.211
3724,Radial Velocity,G,0.03304,6.744,HD 110113,0.288
3725,Transit,,1.03,3.3118644,Kepler-424,0.89
3726,Transit,,0.00606,4.27103091,Kepler-1095,0.108
3727,Transit,,0.00817,7.576544,K2-170,0.127
3728,Radial Velocity,G6 V,0.21,3.97097,HD 76700,0.856
3729,Transit,,0.0162,16.10467749,Kepler-1219,0.189
3730,Microlensing,,18.0,,KMT-2016-BLG-0212L,1.08
3731,Transit,,0.00553,0.96852602,Kepler-1264,0.105
3732,Transit,,0.00416,2.403679,Kepler-115,0.097
3733,Transit,,0.00951,0.66502692,Kepler-1340,0.138
3734,Transit,,0.0282,85.273256,Kepler-1495,0.262
3735,Transit,,0.0164,5.19492202,Kepler-1403,0.191
3736,Transit,,0.0109,13.2274528,Kepler-1449,0.15
3737,Transit,,0.00859,8.07392849,Kepler-1439,0.13
3738,Transit,,0.00742,11.17931605,Kepler-1602,0.12
3739,Radial Velocity,M,0.0925,603.95116,GJ 163,0.528
3740,Radial Velocity,G5 III,4.1,1630.0,omi UMa,1.16
3741,Radial Velocity,M1,0.04097,3.822,Gl 378,0.327
3742,Radial Velocity,,0.26,18.157,XO-2 S,0.971
3743,Radial Velocity,K3 III,1.7,733.0,BD+48 740,1.2
3744,Transit,,0.0171,37.6467384,Kepler-1109,0.195
3745,Transit,,0.0218,144.547396,Kepler-896,0.226
3746,Transit,,0.066,12.513,Kepler-85,0.194
3747,Transit,,0.0176,66.1849031,Kepler-1196,0.199
3748,Transit,,0.107,11.32972,Kepler-203,0.128
3749,Transit,,0.00642,2.3522658,Kepler-1146,0.11
3750,Transit,,0.0105,17.784129,Kepler-365,0.146
3751,Transit,,0.0034,1.897806,Kepler-374,0.092
3752,Transit,,0.0066,7.031462,Kepler-403,0.112
3753,Transit,F7 V,20.1,21.08721,Kepler-39,1.24
3754,Transit,M0 V,1.51,5.9123,Kepler-28,0.321
3755,Transit,M2 V,0.0158,19.850291,Kepler-296,0.186
3756,Transit,,0.016,56.6449279,Kepler-1580,0.188
3757,Transit,,0.0076,2.15491,Kepler-65,0.127
3758,Transit,,0.00642,4.56380468,Kepler-1595,0.11
3759,Transit,,0.00669,4.138575,Kepler-211,0.112
3760,Transit,,0.00724,2.927128,Kepler-299,0.118
3761,Transit,,0.0093,2.566546,Kepler-228,0.136
3762,Imaging,M3.5,12.569,,CHXR 73,1.1
3763,Transit,,0.0168,18.0983,EPIC 212424622,0.194
3764,Transit,G3 V,0.0102,3.795963,HD 108236,0.144
3765,Transit,G8 V,0.87,2.423804,WASP-44,1.1
3766,Radial Velocity,K3 V,0.01491,3.092926,HD 219134,0.143
3767,Transit,,0.0343,47.0569043,Kepler-1467,0.294
3768,Transit,,0.0263,17.790037,Kepler-198,0.252
3769,Transit,,0.0405,6.41251504,Kepler-608,0.325
3770,Transit,,0.0118,8.129976,Kepler-133,0.157
3771,Radial Velocity,G8V,0.04751,44.505,HD 177565,0.357
3772,Transit,,0.02202,92.876125,Kepler-310,0.22
3773,Transit,,0.0079,12.509529,Kepler-377,0.124
3774,Transit,,0.0167,15.38231,Kepler-308,0.193
3775,Transit,,0.0108,4.337234,Kepler-322,0.149
3776,Transit,,0.01753,31.7844,Kepler-33,0.359
3777,Transit,G,1.53,10.33111,TOI-481,0.99
3778,Transit,,0.0494,9.439452,Kepler-247,0.365
3779,Transit,,0.14,2.248329,Kepler-326,0.136
3780,Transit,,0.0676,16.068638,Kepler-229,0.439
3781,Transit,,0.00809,4.715106,Kepler-237,0.126
3782,Transit,,0.0381,7.21205,Kepler-234,0.313
3783,Transit,,0.0479,12.7207,Kepler-25,0.465
3784,Radial Velocity,K1 III,2.3,359.15,HD 47366,1.19
3785,Radial Velocity,G5,7.63,177.11,HD 5891,1.13
3786,Radial Velocity,F8 V,4.954,1293.0,HD 50554,1.15
3787,Radial Velocity,F8 V,13.0,1319.0,HD 217786,1.1
3788,Radial Velocity,G3 V,0.27,5.239891,HD 109749,0.993
3789,Transit,G4,0.84,20.272615,K2-115,1.076
3790,Radial Velocity,G5,1.02,3.414884,HD 88133,1.23
3791,Transit,,0.0229,13.733314,K2-90,0.232
3792,Transit,K3,0.00798,2.46746,K2-233,0.125
3793,Transit,,0.0115,3.76419105,Kepler-1059,0.154
3794,Transit,F6 V,1.3,4.2337,WASP-174,1.3
3795,Transit,,0.23,3.92273,WASP-29,0.77
3796,Microlensing,,0.67,,OGLE-2018-BLG-1269L,1.25
3797,Transit,K0 V,0.02989,4.65382,TOI-125,0.243
3798,Transit,G5,1.23,2.49979,WASP-119,1.4
3799,Transit,M0 V,0.01611,12.28,Kepler-26,0.248
3800,Transit,,0.0119,25.262887,Kepler-270,0.158
3801,Transit,,0.0253,4.311792,Kepler-244,0.246
3802,Transit,,0.02341,10.4208,Kepler-307,0.217
3803,Transit,,0.0259,8.115317,Kepler-259,0.25
3804,Transit,,0.0148,8.187399,Kepler-260,0.179
3805,Radial Velocity,G5 V,0.768,351.0,HD 159868,1.25
3806,Radial Velocity,F7 V,0.79,1035.7,HD 197037,1.24
3807,Radial Velocity,K7 V,0.0409,25.201,HD 211970,0.327
3808,Radial Velocity,K4.5 V,0.98,6.0881,HD 285507,1.23
3809,Microlensing,,7.0,,KMT-2016-BLG-1397L,1.13
3810,Transit,M0 V,0.021,5.188549,Kepler-114,0.112
3811,Transit,,0.00696,6.9424334,Kepler-1574,0.115
3812,Transit,,0.0213,3.10550819,Kepler-475,0.222
3813,Transit,,0.0302,5.66067294,Kepler-474,0.273
3814,Transit,,0.00742,2.88676265,Kepler-1319,0.12
3815,Transit,,0.0288,19.9400874,Kepler-1299,0.266
3816,Microlensing,,0.64,,OGLE-2013-BLG-1721L,1.26
3817,Transit,G1 V,0.791,2.2554477,TOI-169,1.086
3818,Radial Velocity,K1 IIIb Fe-0.5,8.78,428.5,gam 1 Leo,1.12
3819,Radial Velocity,M5.5 V,0.00516,13.031,GJ 1061,0.103
3820,Radial Velocity,M1.5,0.68,3657.0,GJ 832,1.25
3821,Transit,,0.0386,20.485435,Kepler-391,0.316
3822,Transit,,0.0308,17.31716585,Kepler-749,0.277
3823,Transit,,0.0279,16.08524954,Kepler-709,0.261
3824,Transit,,0.0655,4.12554687,Kepler-669,0.431
3825,Transit,,0.028,117.040498,Kepler-549,0.261
3826,Transit,,0.07,10.5016,Kepler-56,0.581
3827,Transit,G8 V,0.01359,41.96797,K2-138,0.269
3828,Transit,,0.0313,15.852975,K2-195,0.279
3829,Transit,,0.0123,91.353282,Kepler-140,0.161
3830,Transit,,0.00377,23.955378,Kepler-1423,0.095
3831,Transit,,0.0157,17.1369543,Kepler-1188,0.186
3832,Transit,,0.00909,4.11584468,Kepler-1324,0.135
3833,Transit,,0.0229,136.205626,Kepler-1362,0.232
3834,Transit,,0.0242,25.873148,Kepler-1369,0.24
3835,Transit,,0.0172,11.95398936,Kepler-1378,0.196
3836,Transit,,0.00505,3.54553021,Kepler-1468,0.103
3837,Transit,,0.0189,54.6495759,Kepler-1486,0.207
3838,Transit,G,0.653,4.6058749,HATS-29,1.251
3839,Radial Velocity,K3V,0.076,525.8,HD 192310,0.469
3840,Radial Velocity,K3 V,0.01372,6.76458,HD 219134,0.135
3841,Transit,K3.5 V,0.05405,29.625,HD 23472,0.192
3842,Radial Velocity,G2 IV-V,9.7,22482.0,HD 221420,1.11
3843,Transit,G5,1.768,858.0,HD 72490,1.2
3844,Radial Velocity,F6 IV,2.51,600.1,HD 60532,1.18
3845,Radial Velocity,G8 IV (+ G),3.204,2263.12,HD 66428,1.17
3846,Imaging,M8.5,20.95,7336.5,2MASS J21402931+1625183 A,0.92
3847,Radial Velocity,G6 III,10.3,993.3,18 Del,1.11
3848,Transit,,0.0194,56.4349938,Kepler-986,0.211
3849,Microlensing,,3.7,,MOA-bin-1L,1.16
3850,Transit,F7 V,0.854,2.5199454,WASP-1,1.483
3851,Transit,G2,1.44,2.18467,WASP-95,1.23
3852,Radial Velocity,K0 III,4.58,964.6,gam Lib,1.15
3853,Transit,F,2.51,5.857487,TOI-150,1.255
3854,Radial Velocity,K1 V,4.48,6019.32,HD 25015,1.15
3855,Radial Velocity,M0 V,6.7,1056.80005,GJ 676 A,1.13
3856,Radial Velocity,K2III,1.8,380.8,alf Ari,1.2
3857,Transit,,0.0244,28.26731672,Kepler-995,0.241
3858,Transit,,0.0355,22.824669,Kepler-340,0.301
3859,Transit Timing Variations,,0.0207,12.209,Kepler-416,0.219
3860,Transit,,0.0104,8.50340718,Kepler-633,0.145
3861,Transit,,0.0198,9.37891944,Kepler-575,0.213
3862,Transit,,0.00489,8.371554,Kepler-320,0.102
3863,Transit,,0.009,4.62332,Kepler-406,0.076
3864,Radial Velocity,G0,2.62,550.0,HD 171028,1.18
3865,Radial Velocity,M3.5 V,0.82,2288.0,GJ 179,1.24
3866,Radial Velocity,M0,0.02246,6.905,GJ 3942,0.229
3867,Orbital Brightness Modulation,,,0.81161,KIC 10001893,
3868,Microlensing,,13.0,,OGLE-2013-BLG-0102L,1.1
3869,Radial Velocity,F8 V,4.132,1276.46,ups And,1.16
3870,Transit,,0.0039,4.920199,Kepler-376,0.095
3871,Transit,,0.00474,2.732756,Kepler-369,0.101
3872,Transit,,0.0325,7.416755,Kepler-391,0.285
3873,Transit,G3 V,0.038,9.75598,CoRoT-22,0.435
3874,Transit,K0 V,0.387,28.380619,K2-139,0.813
3875,Transit,,0.00416,1.00520701,Kepler-1561,0.097
3876,Transit,,0.0242,9.326841,K2-268,0.24
3877,Imaging,K7 V,8.0,,1RXS J160929.1-210524,1.664
3878,Transit,F5,1.35,3.1220109,HAT-P-50,1.288
3879,Transit,,0.031,9.488015,Kepler-227,0.277
3880,Transit,,0.0107,19.67416124,Kepler-520,0.148
3881,Microlensing,,1.5,,MOA-2010-BLG-477L,1.21
3882,Transit,G9 IV,1.18,2.0845435,TOI-157,1.286
3883,Transit,K2 V,0.668,3.506195,Qatar-6,1.062
3884,Radial Velocity,K5 III,14.0,820.2,HD 158996,1.1
3885,Radial Velocity,G5 IV/V,3.07,1103.0,HD 68402,1.17
3886,Transit,,0.0221,25.69578251,Kepler-577,0.227
3887,Transit,,0.0159,10.003417,K2-4,0.187
3888,Radial Velocity,,2.067,982.0,Kepler-48,1.19
3889,Transit,G4,0.851,2.91625,HAT-P-13,1.272
3890,Radial Velocity,G3 V,19.12,1951.0,HD 131664,1.08
3891,Radial Velocity,K0,1.27,907.0,HD 116029,1.22
3892,Radial Velocity,G3 V,0.055,4.15514,HD 125612,0.389
3893,Transit,,3.58,4.7869491,HAT-P-69,1.676
3894,Transit,G V,1.47,2.1605156,HATS-23,1.86
3895,Radial Velocity,M4,0.00636,5.3636,GJ 3323,0.109
3896,Radial Velocity,M1,2.3,4100.0,GJ 328,1.19
3897,Transit,,0.662,3.560829,HATS-60,1.153
3898,Transit,,0.917,2.828042,CoRoT-12,1.44
3899,Transit,M3.0 V,0.0203,5.660172,TOI-270,0.216
3900,Transit,,0.019,26.723,Kepler-92,0.232
3901,Transit,K0,0.694,8.5234865,WASP-84,0.942
3902,Radial Velocity,M0,6.8,7337.0,GJ 676 A,1.13
3903,Radial Velocity,M3 V,0.05412,38.142,GJ 687,0.385
3904,Microlensing,,4.6,,OGLE-2008-BLG-355L,1.15
3905,Transit,,0.00227,4.125103,Kepler-119,0.082
3906,Microlensing,,2.74,,MOA-2013-BLG-220L,1.18
3907,Transit,,0.0211,19.32952416,Kepler-1030,0.221
3908,Imaging,M3.0 V,15.0,,USco1556 A,1.09
3909,Radial Velocity,M4.5,0.00787,2.018,GJ 1151,0.124
3910,Transit,F6 V,0.0168,11.23,HR 858,0.193
3911,Transit,,0.144,19.895202,K2-280,0.684
3912,Transit,,0.0183,1.256,K2-326,0.203
3913,Transit,F4 V,1.18,2.8717518,KELT-18,1.57
3914,Radial Velocity,G0 V,12.9,2093.07,HD 39091,1.1
3915,Transit,G3,0.626,3.257215,HAT-P-28,1.212
3916,Radial Velocity,G8/K0 IV,3.4,766.0,HD 18742,1.17
3917,Radial Velocity,F6 V,9.1,388.0,HD 33564,1.12
3918,Radial Velocity,K0 III,1.385,326.0,HD 33142,1.21
3919,Radial Velocity,M0 V,0.025,35.39,GJ 676 A,0.247
3920,Radial Velocity,G0 V,0.119,676.8,HD 34445,0.613
3921,Transit,K0 V,0.02171,8.509,HD 3167,0.225
3922,Transit,,9.7,4.193649,HATS-41,1.33
3923,Radial Velocity,G0 V,0.02026,5.77152,HD 1461,0.216
3924,Transit,,0.0106,5.77954,Kepler-1687,0.148
3925,Transit,,0.00687,6.414914,Kepler-132,0.114
3926,Transit,,0.0143,12.79836,Kepler-347,0.176
3927,Transit,,0.00809,3.24755522,Kepler-537,0.126
3928,Transit,,0.0224,32.273273,Kepler-313,0.229
3929,Transit,,0.0172,14.129714,K2-274,0.196
3930,Transit,G6 V,0.579,4.098503,K2-30,1.039
3931,Transit,,0.00705,2.900706,K2-90,0.116
3932,Transit,,1.17,4.12688,HD 2685,1.44
3933,Transit,,0.0119,3.78858982,Kepler-1189,0.158
3934,Radial Velocity,K0 III-IV,1.864,946.6,HD 202696,
3935,Transit,,0.0242,26.41045478,Kepler-1045,0.24
3936,Transit,,0.01196,7.95839,Kepler-107,0.077
3937,Transit,,0.074,4.375021,HATS-38,0.614
3938,Transit,,0.0153,9.767292,Kepler-244,0.183
3939,Radial Velocity,G8 V,0.0454,33.9239,HD 20003,0.347
3940,Radial Velocity,K1 IV,1.7,420.77,HD 167042,1.2
3941,Radial Velocity,G5,7.659,58.11247,HD 168443,1.13
3942,Transit,K3 V,0.05254,13.86387,K2-110,0.228
3943,Transit,,0.028,6.22,K2-317,0.261
3944,Transit,,0.0009,1.34155513,Kepler-1339,0.063
3945,Transit,,0.0244,8.35390639,Kepler-668,0.241
3946,Transit,,0.0563,11.716332,K2-273,0.394
3947,Transit,,0.0283,11.51516988,Kepler-735,0.263
3948,Transit,,0.0264,7.810253,K2-188,0.252
3949,Transit,M0 V,0.012,11.776,Kepler-114,0.226
3950,Transit,,0.0261,11.94014029,Kepler-1234,0.251
3951,Transit,,0.0115,1.75583533,Kepler-1153,0.154
3952,Transit,,0.00972,9.034199,Kepler-220,0.14
3953,Transit,,0.322,7.953528,Kepler-240,0.196
3954,Radial Velocity,G4 V,0.237,960.41,HD 126525,0.919
3955,Radial Velocity,G5 V,1.68,2496.0,HD 6718,1.2
3956,Radial Velocity,,0.84007,634.6,Kepler-68,1.24
3957,Transit,F5 V,1.18,1.689868,OGLE-TR-132,1.2
3958,Transit,,0.0066,0.74092842,Kepler-1377,0.112
3959,Transit,,0.0223,1.44259224,Kepler-1171,0.228
3960,Transit,,0.0102,13.68237119,Kepler-1207,0.145
3961,Transit,,0.0214,100.283134,Kepler-126,0.223
3962,Transit,,0.0136,12.9460978,Kepler-1283,0.17
3963,Transit,,0.00218,25.209715,Kepler-197,0.081
3964,Transit,,0.0148,9.562742,K2-120,0.179
3965,Transit,,0.00081,4.655411,K2-116,0.062
3966,Transit,G9 V,0.04845,42.3391,K2-24,0.669
3967,Radial Velocity,K4 V,0.02,8.1352,HIP 57274,0.214
3968,Transit,,0.0253,30.951524,K2-123,0.246
3969,Transit,,0.0283,62.303276,Kepler-154,0.263
3970,Transit,,0.00909,3.244107,Kepler-389,0.135
3971,Transit,,0.0184,14.48585199,Kepler-626,0.204
3972,Transit,,0.0242,13.24934059,Kepler-545,0.24
3973,Microlensing,,0.0327,2774.0,MOA-2009-BLG-266L,0.286
3974,Transit,,0.00849,51.16579,Kepler-176,0.129
3975,Microlensing,,1.8,,OGLE-2018-BLG-1011L,1.2
3976,Radial Velocity,,12.7,1422.0,HATS-59,1.1
3977,Transit,K5 V,0.01545,1.2089819,GJ 9827,0.141
3978,Transit,,0.0245,6.6264,Kepler-294,0.242
3979,Transit,,0.0483,11.094286,Kepler-228,0.36
3980,Transit,,0.8,7.1073,Kepler-23,0.17
3981,Transit,,0.0255,16.514043,Kepler-251,0.247
3982,Transit,,0.00714,4.36128348,Kepler-1623,0.117
3983,Transit,,0.00678,3.137873,Kepler-181,0.113
3984,Transit,,0.0159,9.600001,Kepler-336,0.187
3985,Radial Velocity,K5 V,0.03914,15.144,HIP 54373,0.318
3986,Transit,K7 V,0.02328,7.7485,K2-141,0.624
